Código,Nome,Unidade,Quantidade,Total custo,Total venda,Valor lucro,%Lucro
051,CALÇA JEANS,UN,1,"0,00","115,00","115,00","100,00%"
0053,BLUSA PLUS PRETA CORAÇÃO PEDRAS,UN,1,"42,90","122,26","79,36","64,91%"
053,CARDIGÃ LINHA PRETA,UN,1,"30,00","89,00","59,00","66,29%"
054,SHORTS HORSE,UN,3,"209,70","449,10","239,40","53,30%"
00055,T SHIRT BASICA VERMELHA P,UN,1,"69,90","101,13","31,23","30,88%"
055,CARDIGÃ LINHA CINZA,UN,5,"30,00","506,75","476,75","94,07%"
58,BIQUINI,UN,3,"0,00","139,70","139,70","100,00%"
59,SAIDA DE PRAIA,UN,1,"0,00","59,90","59,90","100,00%"
0060,VESTIDO,UN,1,"53,00","83,93","30,93","36,85%"
000061,BLUSAS T-SHIRT,UN,5,"99,95","201,85","101,90","50,48%"
00062,MACAQUINHO ESTAMPADO ALCINHA,UN,1,"30,00","89,90","59,90","66,62%"
00063,BLUSA LISTRADA GUIPPIR M,UN,1,"79,90","118,86","38,96","32,77%"
065,CARDIGÃ BOTÃO,UN,2,"0,00","180,00","180,00","100,00%"
0068,CROPPED,UN,2,"78,00","159,90","81,90","51,21%"
0070,VESTIDO,UN,1,"48,00","109,90","61,90","56,32%"
0072,CROPPED JEANS,UN,1,"69,90","142,00","72,10","50,77%"
0076,BLUSA FELPUDA PRETA LINHO,UN,1,"59,60","149,85","90,25","60,22%"
078,MACACÃO,UN,1,"0,00","129,00","129,00","100,00%"
0082,CAMISA,UN,1,"0,00","118,50","118,50","100,00%"
00086,VESTIDO DIAMOND M,UN,2,"99,80","225,36","125,56","55,71%"
00087,VESTIDO MICKEY,UN,1,"49,90","96,66","46,76","48,37%"
87,CASACO MOLETOM COM ZIPER,UN,4,"299,60","595,27","295,67","49,66%"
0087,T SHIRT LOVE OFF WHITE COM ALÇA,UN,1,"28,00","79,80","51,80","64,91%"
89,BLUSA COM MANGA TRANSPARENTE,UN,2,"50,00","118,00","68,00","57,62%"
089,SAIA BANDAGEM,UN,2,"0,00","198,00","198,00","100,00%"
0090,T SHIRT CITY NEW YORK BRANCA,UN,1,"28,00","84,00","56,00","66,66%"
0092,T SHIRTS COM TULE OFF FLOR FRENTE,UN,1,"25,00","75,00","50,00","66,66%"
097,BLUSA PELO PEDRARIAS,UN,1,"35,00","105,00","70,00","66,66%"
098,CINTO DE ELASTICO GROSSO,UN,1,"12,00","22,00","10,00","45,45%"
0100,BLUSA JEANS VICIO,UN,1,"89,90","183,35","93,45","50,96%"
100,BLASER,UN,3,"69,90","361,75","291,85","80,67%"
101,BLUSA ALGODÃO DOCE,UN,3,"128,70","274,49","145,79","53,11%"
102,REGATA RENDA,UN,7,"0,00","319,40","319,40","100,00%"
103,BLUSA ALGODAO DOCE,UN,1,"0,00","96,90","96,90","100,00%"
104,BLUSA ALGODAO DOCE,UN,1,"0,00","88,80","88,80","100,00%"
105,CALÇA DISCO CIRRIE,UN,1,"60,00","149,85","89,85","59,95%"
107,BLUSA ALGODAO DOCE,UN,2,"0,00","233,70","233,70","100,00%"
109,BLUSA ALGODAO DOCE,UN,4,"0,00","415,61","415,61","100,00%"
000110,BRINCO,UN,1,"10,00","17,43","7,43","42,62%"
0000110,BRINCO,UN,1,"10,00","19,90","9,90","49,74%"
110,BLUSA ALGODAO DOCE,UN,1,"0,00","123,00","123,00","100,00%"
111,BERMUDA TACTEL,UN,1,"0,00","39,90","39,90","100,00%"
112,LEGGING JAGUARD,UN,1,"42,90","93,00","50,10","53,87%"
119,BLUSA ALGODAO DOCE,UN,1,"0,00","125,85","125,85","100,00%"
121,LEGGING,UN,9,"139,60","554,00","414,40","74,80%"
125,BLUSA LOVE,UN,3,"53,97","116,70","62,73","53,75%"
126,BLUSA,UN,17,"159,92","990,53","830,61","83,85%"
127,VESTIDO,UN,1,"42,99","87,40","44,41","50,81%"
128,CALÇA CIRRIE CINTO,UN,106,"1.461,80","9.106,43","7.644,63","83,94%"
129,CALÇA MONTARIA COM COURO LATERAL,UN,10,"289,40","832,69","543,29","65,24%"
132,CALÇA BANDAGEM,UN,2,"0,00","168,00","168,00","100,00%"
133,T SHIRT ROSÊ GUIPPIR,UN,4,"146,70","287,70","141,00","49,00%"
00133,BLUSA,UN,1,"29,90","59,90","30,00","50,08%"
134,BLUSA VISCO,UN,40,"1.758,90","3.605,11","1.846,21","51,21%"
135,CALCA MONTARIA,UN,8,"203,80","662,20","458,40","69,22%"
137,CARDIGÃ VELUDO,UN,2,"0,00","198,00","198,00","100,00%"
138,BLUSA VISCO DEC V PLUS,UN,3,"85,85","260,03","174,18","66,98%"
141,CALÇA MONTARIA COURO,UN,2,"95,80","151,90","56,10","36,93%"
00141,SHORT SOCIAL,UN,4,"0,00","294,00","294,00","100,00%"
142,CALÇA COM REBITE,UN,5,"239,50","431,18","191,68","44,45%"
145,BLUSA DIVINA ROSA,UN,1,"0,00","39,90","39,90","100,00%"
146,BLUSA ALGODAO DOCE,UN,1,"0,00","93,30","93,30","100,00%"
147,M/L RENDA,UN,6,"0,00","438,00","438,00","100,00%"
148,CALÇA MONTARIA BOLSO ATRAS GG,UN,7,"191,60","785,05","593,45","75,59%"
00148,CAMISETE TRANSPARENTE,UN,7,"99,00","455,65","356,65","78,27%"
149,BLUSA DIVINA,UN,1,"0,00","116,00","116,00","100,00%"
00152,REGATÃO BEGE,UN,1,"79,90","169,80","89,90","52,94%"
00153,REGATA DEVORE BORDADA,UN,1,"79,90","152,60","72,70","47,64%"
153,CALÇA MOLETOM,UN,1,"25,00","55,00","30,00","54,54%"
00154,CALÇA MONTARIA C/ CORINO,UN,2,"0,00","283,85","283,85","100,00%"
156,BLUSA ALGODÃO DOCE,UN,3,"0,00","179,39","179,39","100,00%"
157,T-SHIRT PLUS LISTRA PEDRARIAS GOLA,UN,1,"46,90","139,80","92,90","66,45%"
161,BLUSA ELASTANO LISO M,UN,6,"223,50","402,45","178,95","44,46%"
00161,MOLETON TOUCA BASEBALL,UN,1,"50,00","149,85","99,85","66,63%"
167,ELASTANO DE GOLINHA (COM GOLA CAMISETE),UN,2,"83,80","171,28","87,48","51,07%"
176,CASACO LOSANGO,UN,3,"101,70","132,70","31,00","23,36%"
177,CARDIGÃ LÃ,UN,1,"33,90","72,90","39,00","53,49%"
178,CAMISETE,UN,2,"0,00","252,00","252,00","100,00%"
180,BLUSA ELASTANO LAÇOS G,UN,1,"33,90","72,90","39,00","53,49%"
184,BLUSA,UN,1,"41,90","62,16","20,26","32,59%"
186,BLUSA TSHIRT BICICLETA,UN,1,"25,00","37,50","12,50","33,33%"
00189,REGATA LISA COM BORDADO,UN,1,"59,90","115,83","55,93","48,28%"
194,REGATA,UN,1,"25,00","75,00","50,00","66,66%"
196,CAMISETE FEMININO,UN,3,"0,00","404,54","404,54","100,00%"
201,T-SHIRT CINZA SAPATO,UN,2,"96,80","196,56","99,76","50,75%"
202,BLUSA ALGODÃO DOCE,UN,5,"119,80","284,46","164,66","57,88%"
0202,BERMUDA ROVITEX,UN,4,"0,00","159,60","159,60","100,00%"
0203,BLUSA,UN,1,"35,00","49,90","14,90","29,85%"
203,REGATA,UN,2,"139,80","250,80","111,00","44,25%"
204,BLUSA,UN,3,"149,90","339,54","189,64","55,85%"
205,CONJUNTO PRETO NY,UN,1,"49,90","102,50","52,60","51,31%"
208,BLUSA LENÇO,UN,2,"139,80","299,70","159,90","53,35%"
209,BLUSA ALGODAO DOCE,UN,14,"209,70","838,96","629,26","75,00%"
0209,REGATA COM RENDA,UN,26,"0,00","784,10","784,10","100,00%"
210,BLUSA NYC PEDRAS PLUS SIZE,UN,2,"106,80","289,65","182,85","63,12%"
00211,T SHIRT WHATS THE PUG P,UN,1,"49,90","107,40","57,50","53,53%"
211,BLUSA ALGODÃO DOCE,UN,3,"209,70","455,70","246,00","53,98%"
212,SAIA,UN,1,"0,00","108,00","108,00","100,00%"
000214,BRINCO,UN,1,"14,00","25,00","11,00","44,00%"
215,CONJUNTO SAINT LOVE,UN,1,"59,90","128,70","68,80","53,45%"
0215,BLUSA FEM,UN,2,"52,00","152,10","100,10","65,81%"
00216,T SHIRT PERFUME CHANEL P,UN,1,"49,90","85,90","36,00","41,90%"
216,BLUSA PELINHO,UN,1,"45,00","79,90","34,90","43,67%"
220,TOP,UN,2,"117,80","125,20","7,40","5,91%"
00221,SHORT ALFAIATARIA,UN,2,"151,80","259,80","108,00","41,57%"
222,T-SHIRT,UN,22,"64,35","826,76","762,41","92,21%"
229,TOP,UN,6,"44,90","235,05","190,15","80,89%"
238,PIJAMA,UN,1,"65,00","139,90","74,90","53,53%"
000238,BLUSA LINHO CORAÇÃO,UN,1,"44,99","96,90","51,91","53,57%"
00242,BLUSA T SHIRT BORDADO MANGA,UN,1,"69,90","113,60","43,70","38,46%"
0000242,REGATA SOCIAL GUIPPIR ALÇA,UN,2,"36,00","114,90","78,90","68,66%"
242,BASICA ROSA PO MANGA COMPRIDA,UN,25,"0,00","1.149,75","1.149,75","100,00%"
000244,KIMONO,UN,5,"249,95","499,50","249,55","49,95%"
0000244,KIMONO TRICOT,UN,4,"184,97","388,30","203,33","52,36%"
000245,KIMONO LINHO,UN,7,"337,66","689,21","351,55","51,00%"
245,BODY LORITA,UN,3,"0,00","226,60","226,60","100,00%"
249,BLUSA ALONGADA,UN,9,"24,90","338,68","313,78","92,64%"
251,TAL MAE,UN,5,"99,80","370,80","271,00","73,08%"
252,TAL FILA,UN,2,"79,80","124,20","44,40","35,74%"
00253,TAL MÃE ONCINHA,UN,1,"49,90","100,00","50,10","50,10%"
00254,TAL FILHA ONCINHA,UN,1,"39,90","59,90","20,00","33,38%"
255,CALÇA LEGGING ALTA,UN,2,"162,26","295,00","132,74","44,99%"
256,BLUSA LÃ COLORIDA,UN,1,"35,00","99,00","64,00","64,64%"
257,"BLUSA VISCO DETALHE V TAM. P,M,G",UN,10,"184,10","435,15","251,05","57,69%"
258,REGATA RENDA,UN,4,"0,00","178,00","178,00","100,00%"
260,REGATA,UN,3,"53,70","119,70","66,00","55,13%"
00261,TAL MÃE GATO,UN,1,"49,90","100,00","50,10","50,10%"
261,BLUSA DE ALÇA,UN,7,"68,70","306,61","237,91","77,59%"
00262,TAL FILHA GATO,UN,1,"39,90","59,90","20,00","33,38%"
262,TRICO VERMELHO,UN,1,"49,90","78,44","28,54","36,38%"
263,CALÇA,UN,9,"250,19","478,54","228,35","47,71%"
265,SHORT 38,UN,1,"32,00","78,12","46,12","59,03%"
266,REGATA RENDA LORITA,UN,17,"330,30","665,15","334,85","50,34%"
000267,BOMBER,UN,2,"79,98","162,37","82,39","50,74%"
267,BLUSA TSHIRTS (MARCA),UN,1,"49,90","106,20","56,30","53,01%"
279,BLUSA DIVINA,UN,1,"0,00","59,80","59,80","100,00%"
281,CASACO RENDA,UN,2,"87,80","169,83","82,03","48,30%"
282,BASICA BOLSO,UN,17,"92,50","658,15","565,65","85,94%"
283,BLUSA BASICA,UN,3,"59,70","115,43","55,73","48,28%"
284,BLUSA,UN,4,"107,60","214,28","106,68","49,78%"
0284,CASAQUETO VISCO ESTAMPADO,UN,1,"28,90","59,85","30,95","51,71%"
000291,BLUSA TRICOT,UN,1,"55,99","119,90","63,91","53,30%"
0291,VESTIDO LISTRA COM FORRÔ,UN,1,"35,00","105,00","70,00","66,66%"
291,CAMISETE COLORIDO E ONÇA,UN,4,"0,00","565,83","565,83","100,00%"
292,JAQUETA MALHA ZIPER,UN,1,"99,90","125,46","25,56","20,37%"
000292,BLUSA TRICOT,UN,1,"44,99","89,90","44,91","49,95%"
293,LEGGING,UN,1,"87,20","179,85","92,65","51,51%"
294,BLUSAS T SHIRT(MARCA),UN,1,"49,90","86,16","36,26","42,08%"
297,BLUSA RENDA LISAGE,UN,2,"125,80","197,40","71,60","36,27%"
303,BLUSA OMBRO CAIDO LORITA,UN,3,"49,00","98,50","49,50","50,25%"
304,SAIA ENVELOPE,UN,2,"103,20","211,31","108,11","51,16%"
306,BLUSA,UN,1,"0,00","156,00","156,00","100,00%"
308,CARDIGÃ COMPRIDO,UN,2,"60,00","198,00","138,00","69,69%"
312,CASACO MOLETOM,UN,9,"809,10","1.645,39","836,29","50,82%"
313,CASACO MOLETOM,UN,7,"629,30","1.238,30","609,00","49,18%"
314,CASACO,UN,1,"149,80","184,86","35,06","18,96%"
0315,BLUSA ALGODÃO,UN,1,"39,90","79,80","39,90","50,00%"
000315,BRINCO,UN,1,"15,00","30,00","15,00","50,00%"
00315,T SHIRT MANGA LONGA,UN,2,"119,80","243,71","123,91","50,84%"
316,BLUSA COM RENDA CANELADA,UN,9,"49,00","382,00","333,00","87,17%"
00317,T SHIRT BASICA BORDADA,UN,2,"119,80","257,40","137,60","53,45%"
00318,MOLETOM WINTER BORDADO,UN,2,"179,80","352,20","172,40","48,94%"
0318,CROPPED ROSA,UN,1,"37,50","99,00","61,50","62,12%"
318,BLUSA LORITA,UN,2,"37,50","114,90","77,40","67,36%"
320,BLUSA PALA RENDA,UN,38,"107,60","1.965,40","1.857,80","94,52%"
321,BLUSA DE RENDA,UN,8,"28,90","380,35","351,45","92,40%"
325,BLUSA MANGA CURTA COM BOLSOS,UN,2,"57,80","126,00","68,20","54,12%"
0328,SAIA CIRRIE,UN,1,"50,00","74,93","24,93","33,27%"
328,CINTO LARGO,UN,5,"20,00","220,50","200,50","90,92%"
332,BLUSA MANGA LONGA,UN,14,"144,50","985,50","841,00","85,33%"
334,LEGGING,UN,1,"119,90","190,01","70,11","36,89%"
337,CARDIGÃ MODAL,UN,1,"28,00","75,60","47,60","62,96%"
0337,BLUSA LINHO COM DETALHE PEDRINHAS,UN,1,"28,00","85,00","57,00","67,05%"
342,CALÇA FEMININA DE MOLETOM,UN,1,"39,90","87,00","47,10","54,13%"
348,BLUSA,UN,6,"132,00","198,40","66,40","33,46%"
353,BLUSA BASICA,UN,1,"14,90","32,00","17,10","53,43%"
355,BOLSA,UN,1,"0,00","73,20","73,20","100,00%"
357,BLUSA GOLA V DETALHE RENDA,UN,9,"233,10","455,59","222,49","48,83%"
362,BOLSA CARAMELO,UN,1,"45,00","135,00","90,00","66,66%"
0363,SAIA CIRRIE,UN,1,"50,00","74,93","24,93","33,27%"
363,BLUSA,UN,2,"57,80","113,81","56,01","49,21%"
365,BLUSA BOTOES,UN,4,"99,60","194,12","94,52","48,69%"
381,CASACO DE MOLETOM,UN,2,"199,80","429,60","229,80","53,49%"
382,CASACO MOLETOM,UN,4,"379,60","816,30","436,70","53,49%"
385,CASACO DE MOLETOM,UN,1,"99,90","214,80","114,90","53,49%"
386,CASACO MOLETOM,UN,7,"291,10","613,84","322,74","52,57%"
387,CARDIGA LORITA,UN,6,"104,70","333,62","228,92","68,61%"
0388,CALÇA CIRRIE,UN,1,"69,00","168,00","99,00","58,92%"
389,CASACO LÃ,UN,1,"149,90","322,20","172,30","53,47%"
392,CASACO PELINHO FORRADO,UN,3,"319,70","665,10","345,40","51,93%"
393,PARKA CAMURÇA,UN,4,"474,60","695,40","220,80","31,75%"
0393,BODY,UN,1,"40,00","99,00","59,00","59,59%"
394,BLUSA,UN,2,"99,80","180,18","80,38","44,61%"
395,BLUSA,UN,1,"39,90","90,00","50,10","55,66%"
397,VESTIDO LONGO,UN,1,"69,90","129,99","60,09","46,22%"
399,VESTIDO VERÃO,UN,1,"59,90","135,90","76,00","55,92%"
400,BLUSA,UN,2,"77,40","98,84","21,44","21,69%"
401,VESTIDO LALLIE SEM CODIGO,UN,7,"99,85","455,98","356,13","78,10%"
402,CASACO LÃ BATIDA,UN,13,"207,60","993,20","785,60","79,09%"
403,BLUSA ALONGADA LORITA,UN,5,"33,00","452,20","419,20","92,70%"
408,CROPPED PRETO,UN,1,"37,50","99,00","61,50","62,12%"
409,CASACO MOLETOM,UN,5,"449,50","950,18","500,68","52,69%"
410,CASACO MOLETOM FEMININO,UN,4,"359,60","763,05","403,45","52,87%"
00412,BLUSA,UN,1,"60,00","128,70","68,70","53,37%"
00413,MOLETOM PLUS,UN,1,"79,00","159,90","80,90","50,59%"
414,BLUSA LORITA,UN,2,"47,80","102,80","55,00","53,50%"
415,CASACO MOLETOM,UN,4,"176,60","373,05","196,45","52,66%"
419,BLUSA OFF COM DETALHES NA GOLA,UN,1,"55,00","149,85","94,85","63,29%"
423,BLUSA,UN,1,"0,00","78,00","78,00","100,00%"
425,REGATA,UN,1,"29,90","69,93","40,03","57,24%"
428,BLUSA DIVINA ROSA,UN,1,"0,00","238,00","238,00","100,00%"
433,REGATA,UN,1,"19,90","47,25","27,35","57,88%"
438,BLUSA DIVINA,UN,1,"0,00","88,50","88,50","100,00%"
439,CASACO,UN,1,"0,00","138,00","138,00","100,00%"
444,BLUSA LÃ,UN,10,"200,00","335,90","135,90","40,45%"
453,MACAC AO,UN,1,"0,00","199,80","199,80","100,00%"
00457,TOP DE RENDA,UN,1,"29,90","69,00","39,10","56,66%"
469,CAMISA ONÇA,UN,1,"0,00","96,90","96,90","100,00%"
470,LEGGING JEANS,UN,3,"0,00","206,60","206,60","100,00%"
473,CALÇA SOCIAL,UN,1,"0,00","84,00","84,00","100,00%"
475,CALÇA JEQUARD,UN,5,"294,50","638,70","344,20","53,89%"
477,CALÇA JAGUARD,UN,3,"146,70","263,15","116,45","44,25%"
478,CALÇA SARJA STHEDR,UN,4,"223,60","487,18","263,58","54,10%"
481,SAIA,UN,4,"0,00","252,40","252,40","100,00%"
484,SAIA,UN,1,"0,00","69,90","69,90","100,00%"
0501,VESTIDO ESTAMPADO,UN,1,"79,00","159,00","80,00","50,31%"
00503,BLUSA,UN,9,"269,10","573,50","304,40","53,07%"
503,BLUSA,UN,6,"119,90","899,90","780,00","86,67%"
0506,SHORT,UN,1,"69,90","149,81","79,91","53,34%"
506,BLUSA LA,UN,2,"0,00","163,80","163,80","100,00%"
508,DIVINA ROSA,UN,1,"0,00","104,40","104,40","100,00%"
514,CAMISETE,UN,2,"77,80","147,00","69,20","47,07%"
516,BLUSA DIVINA,UN,2,"0,00","352,00","352,00","100,00%"
517,CAMISETE LORITA,UN,10,"119,70","812,03","692,33","85,25%"
518,REGATA LORITA,UN,3,"0,00","190,68","190,68","100,00%"
520,BLUSA DIVINA,UN,1,"0,00","179,80","179,80","100,00%"
521,CAMISETE,UN,1,"39,90","87,00","47,10","54,13%"
523,COLETE,UN,1,"45,90","128,70","82,80","64,33%"
524,CIGANINHAESTAMPADA XADREZ FLORAL,UN,1,"49,00","104,89","55,89","53,28%"
525,BLAZER,UN,2,"111,80","227,70","115,90","50,90%"
530,BLAZER,UN,2,"105,80","182,58","76,78","42,05%"
00530,CALÇA,UN,2,"209,80","419,60","209,80","50,00%"
531,COLETES NYLON COM PELO,UN,2,"140,00","349,80","209,80","59,97%"
532,BLAZER MOLETOM,UN,1,"45,90","99,00","53,10","53,63%"
0533,REGATA DE BOJO,UN,1,"26,90","60,00","33,10","55,16%"
538,CASACO MOLETOM,UN,5,"529,50","1.119,20","589,70","52,68%"
541,BERMUDA,UN,1,"0,00","139,90","139,90","100,00%"
0543,BLUSA LINHO PRETA COM PAETE,UN,1,"49,00","128,70","79,70","61,92%"
558,PARKA LA BATIDA,UN,1,"130,00","269,85","139,85","51,82%"
586,CASACO MOLETOM MVS COM CADARÇO,UN,2,"121,63","259,80","138,17","53,18%"
587,CONJUNTO DESMENBRADO,UN,5,"292,30","590,02","297,72","50,45%"
589,CASACO PARKA MOLETOM,UN,4,"399,60","844,40","444,80","52,67%"
592,CASACO DIVINA,UN,1,"0,00","156,00","156,00","100,00%"
00599,RAGATA ESTAMPADA ALÇA REGULADA,UN,1,"28,80","57,80","29,00","50,17%"
600,BRINCO LEQUE,UN,1,"30,00","60,00","30,00","50,00%"
601,JAQUETA,UN,1,"55,00","137,50","82,50","60,00%"
604,CASACO,UN,1,"0,00","136,00","136,00","100,00%"
605,BLUSA MODAL,UN,2,"45,00","236,89","191,89","81,00%"
607,BLUSA BASICA GOLA REDONDA,UN,2,"40,60","74,85","34,25","45,75%"
609,BLUSA SEDA ESTAMPADA,UN,1,"69,90","149,85","79,95","53,35%"
610,BLUSA MA,UN,1,"45,00","70,30","25,30","35,98%"
613,BLUSA CA,UN,1,"45,00","128,70","83,70","65,03%"
616,VESTIDO,UN,1,"59,00","149,85","90,85","60,62%"
622,BLUSA CANELADA DE RENDA,UN,3,"0,00","159,70","159,70","100,00%"
635,BOLERO FLORAL,UN,3,"0,00","259,47","259,47","100,00%"
638,CROPPED ESTAMPA ETNICA,UN,1,"26,00","78,00","52,00","66,66%"
639,CROPPED AMARELO REGATINHA,UN,1,"15,00","45,00","30,00","66,66%"
642,BRINCO,UN,1,"19,50","39,10","19,60","50,12%"
00643,BLUSA,UN,3,"0,00","254,70","254,70","100,00%"
647,SHORT MOLECOTTON,UN,1,"28,89","65,01","36,12","55,56%"
649,SHORTS GLAM,UN,1,"27,75","64,31","36,56","56,84%"
00649,TOMARA-CAIA,UN,1,"0,00","69,00","69,00","100,00%"
654,BLUSA DIVINA,UN,1,"0,00","99,00","99,00","100,00%"
656,SAIA MAL,UN,1,"45,00","128,70","83,70","65,03%"
660,CARDIGÃ,UN,6,"210,00","551,70","341,70","61,93%"
665,BLUSA CR,UN,3,"49,00","194,91","145,91","74,86%"
667,SHORT BOYFRIEND,UN,1,"0,00","84,00","84,00","100,00%"
668,SHORT JEANS LISTRADO,UN,3,"0,00","221,76","221,76","100,00%"
670,CALÇA JEANSTAM 36,UN,1,"0,00","115,00","115,00","100,00%"
674,BERMUDA,UN,1,"0,00","139,90","139,90","100,00%"
678,BOLERO JEANS,UN,3,"0,00","265,00","265,00","100,00%"
682,BLUSA BASICAT,UN,2,"48,77","130,65","81,88","62,67%"
687,BLUSA CR,UN,2,"59,00","213,50","154,50","72,36%"
000703,CONJUNTO SAIA LONGA,UN,1,"65,00","159,00","94,00","59,11%"
704,BLUSA PROMOCIONAL,UN,2,"39,80","94,81","55,01","58,02%"
705,BLUSA MANGA CURTA,UN,2,"50,00","114,80","64,80","56,44%"
706,BLUSA,UN,2,"59,80","119,80","60,00","50,08%"
000706,VESTIDO CURTO PLUZ,UN,1,"60,00","168,00","108,00","64,28%"
00709,BLUSA COM BOLSO,UN,1,"39,90","131,10","91,20","69,56%"
709,SHORT LORITA,UN,2,"0,00","126,00","126,00","100,00%"
710,BLUSA,UN,4,"39,80","281,80","242,00","85,87%"
00712,BLUSA BASICA COM STRASS,UN,1,"39,90","78,07","38,17","48,89%"
00713,BLUSA RENDA LARGA NAS COSTAS,UN,1,"39,90","87,00","47,10","54,13%"
00715,BLUSA RENDA COSTAS,UN,3,"119,70","256,65","136,95","53,36%"
716,VESTIDO COBRA,UN,2,"0,00","202,50","202,50","100,00%"
717,BLUSA,UN,1,"19,90","49,90","30,00","60,12%"
718,SHORT SOCIAL AZUL BEBE,UN,2,"126,90","218,82","91,92","42,00%"
719,BLUSA AZUL FERRUGEM MANGA LONGA CANELADA,UN,3,"94,80","231,75","136,95","59,09%"
720,REGATINHA CETIM C GUIPPIR,UN,1,"29,00","87,00","58,00","66,66%"
722,BLUSA G1,UN,1,"19,90","49,90","30,00","60,12%"
723,BLUSA PROMOCIONAL DE INVERNO,UN,1,"25,00","53,90","28,90","53,61%"
725,CAMISA,UN,1,"0,00","146,00","146,00","100,00%"
728,CAMISTEA POSITIVE VIBES,UN,1,"25,98","59,90","33,92","56,62%"
731,VESTIDO,UN,1,"35,00","52,50","17,50","33,33%"
735,T SHIRT GUIPPIR RENDA AZUL BEBE,UN,7,"25,00","454,50","429,50","94,49%"
736,"BLUSA GOLA ALTA VISCO P,M",UN,1,"16,90","39,90","23,00","57,64%"
740,BLUSA DIVINA,UN,1,"0,00","104,00","104,00","100,00%"
00744,TOP,UN,1,"59,90","111,29","51,39","46,17%"
750,CAMISETES BORBOLETAS,UN,2,"0,00","338,00","338,00","100,00%"
751,BLUSA ONÇA ROSA,UN,1,"0,00","119,00","119,00","100,00%"
754,CASACO LÃ,UN,4,"0,00","336,00","336,00","100,00%"
757,CALÇAS MONTARIA,UN,3,"0,00","303,90","303,90","100,00%"
762,CALÇA PONTO ROMA,UN,1,"0,00","59,90","59,90","100,00%"
763,CALÇA PONTO ROMA,UN,1,"0,00","59,90","59,90","100,00%"
765,BLUSA,UN,1,"55,00","79,91","24,91","31,17%"
766,BLUSA PRETA TECIDO TRABALHADO COM TULE,UN,1,"30,00","89,90","59,90","66,62%"
0767,TOP,UN,4,"264,70","509,60","244,90","48,05%"
780,BLUSA COM REGATA SBREPOSTA RENDA PRETA,UN,1,"25,00","52,50","27,50","52,38%"
785,REGATA AMARELA,UN,1,"25,00","75,00","50,00","66,66%"
789,CINTO COURO MASCULINO,UN,1,"0,00","21,90","21,90","100,00%"
00793,BLUSA GOLA BORDADA,UN,2,"99,80","192,00","92,20","48,02%"
800,CALCA CANELADA,UN,5,"182,70","474,80","292,10","61,52%"
801,COLETE JEANS,UN,1,"35,00","93,00","58,00","62,36%"
804,REGATA CANELADA DE GOLINHA,UN,1,"25,56","69,90","44,34","63,43%"
806,BLUSA GATO,UN,2,"53,16","151,90","98,74","65,00%"
807,BLUSA PRETA,UN,2,"67,05","188,60","121,55","64,44%"
808,BLUSA SOCIAL POÁ CORAL COM BEGE,UN,1,"25,00","75,00","50,00","66,66%"
809,VESTIDO ESTAMPADO COM COLAR,UN,1,"25,00","75,00","50,00","66,66%"
810,BIQUINIS DIVINO FRUTO,UN,13,"0,00","823,90","823,90","100,00%"
811,CALÇA JOGGER MOLECOTON,UN,10,"562,51","1.215,44","652,93","53,71%"
000813,BLUSA TRICOT,UN,2,"139,22","293,71","154,49","52,59%"
813,SAIA MIDI TRES MARIAS,UN,1,"46,04","99,90","53,86","53,91%"
815,CALÇA LISTRAS,UN,2,"0,00","219,74","219,74","100,00%"
816,BLUSA PUFF,UN,1,"65,90","141,75","75,85","53,50%"
817,JOGGER MOLECOTON,UN,7,"371,35","770,09","398,74","51,77%"
820,VLUSA NEW YORK,UN,1,"32,00","64,90","32,90","50,69%"
822,BLUSA,UN,2,"139,80","293,70","153,90","52,40%"
824,CALÇA FRENTE PON,UN,2,"0,00","159,82","159,82","100,00%"
0826,MACAQUINHO BRANCO ESTAMP,UN,1,"35,00","52,50","17,50","33,33%"
827,BOLSA,UN,2,"39,90","173,60","133,70","77,01%"
830,BLUSA ESTAMP. MUL,UN,2,"0,00","252,90","252,90","100,00%"
834,BLUSA CANELADA MANGA PRINCESA,UN,1,"30,40","56,50","26,10","46,19%"
000835,BLUSA LINHA COM TRANCA,UN,1,"49,90","114,26","64,36","56,32%"
835,CASACO MOLETOM,UN,6,"165,57","590,73","425,16","71,97%"
000836,BLUSA PATAGONIA,UN,1,"69,90","149,85","79,95","53,35%"
836,CONJUNTO,UN,4,"366,40","807,90","441,50","54,64%"
838,BLUSA MODAL 048,UN,1,"69,90","149,85","79,95","53,35%"
839,BLUSA CINZA C/PRETO C/RENDA E PEDRARIA,UN,2,"50,00","150,00","100,00","66,66%"
842,CARDIGÃ MALHA,UN,2,"77,30","159,00","81,70","51,38%"
00845,REGATA ALÇA REGULAVEL,UN,1,"35,91","59,00","23,09","39,13%"
845,BLUSA ESTAMPADA TRIBAL,UN,1,"69,90","139,90","70,00","50,03%"
851,BLUSA DIVINA,UN,1,"0,00","75,00","75,00","100,00%"
852,CALÇA BROCADO,UN,3,"0,00","412,50","412,50","100,00%"
853,SHORT BROCADO,UN,2,"0,00","237,39","237,39","100,00%"
000854,BLUSA FLAME CANOA,UN,1,"59,90","128,70","68,80","53,45%"
855,T SHIRT CRUZ,UN,1,"0,00","49,90","49,90","100,00%"
861,COLETE JEANS,UN,1,"35,00","93,00","58,00","62,36%"
